pid,propertyLabel,propertyDescription,datatype,occurrences,file_count,sample_files,in_catalog
P1703,is pollinated by,how pollen from the male anthers is transferred to the female stigma of a flower,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1753,list related to category,Wikimedia list equivalent to a Wikimedia category,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1776,circle of,"for unknown artists who lived in the same time as the named author in a similar style, possibly a follower or someone who had contact with the named artist",wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1779,possible creator,for a creative work with considerable uncertainty about the author,wikibase-item,2,2,Relationships\wikidata_p_api_candidates_2026-02-13.csv | Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1780,school of,"for a creative work with author with a style influenced by the known author or circle, active in the same period, but a student or follower",wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1830,owner of,entities owned by the subject,wikibase-item,3,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1840,investigated by,person or organization involved in investigation of the item,wikibase-item,3,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1880,measurement scale,scale by which a phenomenon is measured,wikibase-item,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P1889,different from,"item that is different from another item, with which it may be confused",wikibase-item,5,2,"Relationships\wikidata_p_catalog_candidates_2026-02-13.csv | Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P1897,highest note,highest note that an instrument can play or singer can sing,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1910,decreased expression in,indicates that a decreased expression of the subject gene is found in the object disease,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1911,increased expression in,this property should link a gene and a disease and indicate that an increased expression of the gene is found in the disease,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1923,participating team,like 'Participant' (P710) but for teams. For an event like a cycle race or a football match you can use this property to list the teams and P710 to list the individuals (with 'member of sports team' (P54) as a qualifier for the individuals),wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P1927,,,,6,4,2-13-26-federation-impact.md | Neo4j\IMPLEMENTATION_ROADMAP.md | Neo4j\TEMPORAL_FACET_STRATEGY.md | Neo4j\schema\SCHEMA_BOOTSTRAP_GUIDE.md,no
P1928,Vaccine Ontology ID,identifier in the Vaccine Ontology database,external-id,4,3,2-13-26-federation-impact.md | Neo4j\IMPLEMENTATION_ROADMAP.md | Neo4j\schema\SCHEMA_BOOTSTRAP_GUIDE.md,yes
P1936,Digital Atlas of the Roman Empire ID,"Identifier of a Roman site, in the Digital Atlas of the Roman Empire",external-id,3,3,2-13-26-federation-impact.md | Neo4j\IMPLEMENTATION_ROADMAP.md | Neo4j\schema\SCHEMA_BOOTSTRAP_GUIDE.md,yes
P1958,Trismegistos Geo ID,identifier of an ancient place on trismegistos.org,external-id,5,4,2-13-26-federation-impact.md | Key Files\2-12-26 Chrystallum Architecture - CONSOLIDATED.md | Neo4j\IMPLEMENTATION_ROADMAP.md | Neo4j\schema\SCHEMA_BOOTSTRAP_GUIDE.md,yes
P2012,cuisine,type of food served by a restaurant or restaurant chain or national food culture,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2043,length,measured dimension of an object,quantity,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2047,duration,length of time of an event or process,quantity,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2048,height,vertical length of an entity,quantity,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2049,width,width of an object,quantity,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2054,density,density of a substance with phase of matter and temperature as qualifiers,quantity,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2058,depositary,depositary of the treaty,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2068,thermal conductivity,property of a material that describes how efficiently heat is conducted,quantity,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2079,fabrication method,"method, process or technique used to grow, cook, weave, build, assemble, manufacture the item",wikibase-item,7,7,JSON\chrystallum_schema.json | Relationships\relationship_types_registry_master.csv | Relationships\relationship_types_registry_master.pre_mapping_sync_2026-02-13.csv | Relationships\relationship_types_registry_master.pre_property_catalog_enrichment_2026-02-13.csv | Relationships\relationship_types_registry_master.pre_pvalue_curation2_2026-02-13.csv,yes
P2093,author name string,stores unspecified author or editor name for publications; use if Wikidata item for author (P50) or editor (P98) does not exist or is not known. Do not use both.,string,2,1,Relationships\relationship_types_registry_master.csv,yes
P2101,melting point,temperature at which a solid changes its state from solid to liquid at atmospheric pressure,quantity,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2102,boiling point,temperature at which a substance changes its phase from liquid to gas (indicate the corresponding pressure as qualifier),quantity,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2114,half-life,time required for the amount of something to fall to half its initial value,quantity,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2115,NDF-RT ID,identifier for the National Drug File Reference Terminology,external-id,3,3,"FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2120,radius,distance between the center and the surface of a circle or sphere,quantity,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2125,revised Hepburn romanization,romanized Japanese following the revised Hepburn romanization system,string,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2127,International Nuclear Event Scale,international scale for rating nuclear events and accidents,wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2130,capital cost,amount of money spent on building or producing an object,quantity,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2133,total debt,"amount of debt for a company, organization or public entity",quantity,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2135,total exports,amount of goods and services sold to other countries,quantity,6,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2163,FAST ID,authority control identifier in WorldCat's “FAST Linked Data” authority file,external-id,31,15,2-13-26-federation-impact.md | Key Files\2-12-26 Chrystallum Architecture - CONSOLIDATED.md | LCSH\skos_subjects\chunks\enrich_with_wikidata_authorities.py | Neo4j\IMPLEMENTATION_ROADMAP.md | Neo4j\schema\SCHEMA_BOOTSTRAP_GUIDE.md,yes
P2210,relative to,qualifier: what a statement value is relative to,wikibase-item,6,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2270,Emporis building complex ID,"former identifier for a building complex, as opposed to a single building, in the defunct Emporis architecture database",external-id,2,2,CSV\wikiPvalues_sample_200.csv | CSV\wikiPvalues_sample_200_enriched.csv,yes
P2283,uses,item or concept used by the subject or in the operation (see also instrument [P1303] and armament [P520]),wikibase-item,2,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2291,charted in,chart where the element reached a position,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2302,property constraint,constraint applicable to a Wikidata property,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2309,relation,"qualifier to define a property constraint in combination with P2302. Possibly values are: ""instance of"", ""subclass of"" or ""instance or subclass of"". The qualifier to use with the property ""relative"" is ""type of kinship"" (P1039), not this",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2313,minimum value,"qualifier indicating the lowest possible value of a quantity; ""no value"" can be used to specify no lower bound",quantity,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2315,comment (DEPRECATED),"to be deleted: replace with ""syntax clarification"" (P2916) or add the usage note in the items description.",monolingualtext,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2325,mean anomaly,element of orbital definition,quantity,3,3,"FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv | Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2326,GNS Unique Feature ID,identifier for geographic entities according to the National Geospatial-Intelligence Agency's GEOnet Names Server,external-id,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2327,ProCyclingStats race ID,Cycling race ID,external-id,1,1,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv",yes
P2341,indigenous to,"place or ethnic group where a language, art genre, cultural tradition or expression, cooking style or food, or biological species or variety is found (or was originally found)",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2348,time period,"time period (historic period or era, sports season, theatre season, legislative period etc.) in which the subject occurred or with which it is associated",wikibase-item,4,3,"Subjects\CIP\2-11-26-property_id,property_label,first_seen_in.csv | Subjects\federation.md | Subjects\q1 query.txt",yes
P2354,has list,Wikimedia list related to this subject,wikibase-item,6,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2358,praenomen,"standard part of the name of a Roman (and related cultures), link to items for specific Roman praenomen only",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2360,intended public,"intended audience or user of this work, product, object, or event",wikibase-item,1,1,Relationships\wikidata_p_api_candidates_2026-02-13.csv,yes
P2365,cognomen,"standard part of the name of a Roman (and related cultures), link to items about specific Roman cognomen only",wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2367,Australian Stratigraphic Units Database ID,identifier for a stratigraphic unit listed in the Australian Stratigraphic Units Database,external-id,94,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2368,Sandbox-Property,"Sandbox property for value of property type ""Property""",wikibase-property,10,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2375,has superpartner,"partner particle, in supersymmetry; inverse of ""superpartner of""",wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2376,superpartner of,"partner particle, in supersymmetry; inverse of ""has superpartner""",wikibase-item,2,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2378,issued by,"organisation or other agent that issues or allocates an identifier, code, classification number, etc.",wikibase-item,2,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2379,deprecated in version,software version it was deprecated in,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2384,statement describes,formalization of the statement contains a bound variable in this class,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2435,PORT person ID,PORT-network film database: identifier for a person,external-id,6,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2438,narrator,"narrator, character or person that tells the story",wikibase-item,204,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2439,,,,14,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,no
P2443,stage reached,ultimate point in an event or competition reached by a participant,wikibase-item,1,1,Relationships\wikidata_p_catalog_candidates_2026-02-13.csv,yes
P2455,Species Profile and Threats Database ID,identifier from Species Profile and Threats Database managed by Australian Government Department of the Environment,external-id,20,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2464,BugGuide taxon ID,identifier in BugGuide.net,external-id,8,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
P2475,NAVA ID,"identifier of a work, in the National Audiovisual Archive of Hungary",external-id,40,2,FAST\FASTTopical.marcxml | Python\fast\key\FASTTopical_parsed.csv,yes
